"competitor_article","ld_article","c_brand","c_name","c_dn","c_pn","c_thread_type","c_type","name","dn","pn","thread_type","type","price","url"
"SVB-0014-000020","LD 47.302.20 R","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/НР, ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (red)","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/2298--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_red/"
"SVB-0014-000020","LD 47.312.20","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/НР, ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка с биркой","20","40","Внутренняя/Наружная","кран латунный","587","https://xn--d1an.xn--p1ai/products/4113--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_s_birkoj/"
"SVB-0014-000020","LD 47.312.20 R","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/НР, ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (red) с биркой","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/4131--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_red_s_birkoj/"
"SVB-0014-000020","LD 47.312.20 W","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/НР, ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (white) с биркой","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/17752--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_white_s_birkoj/"
"SVB-0014-000020","LD 47.312.20.1","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/НР, ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка с биркой и хомутом","20","40","Внутренняя/Наружная","кран латунный","587","https://xn--d1an.xn--p1ai/products/17889--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0002-200025","LD 47.300.25","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/199--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka/"
"SVB-0002-200025","LD 47.300.25 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (white)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2111--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_white/"
"SVB-0002-200025","LD 47.300.25 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (red)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2335--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_red/"
"SVB-0002-200025","LD 47.300.25 B","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (blue)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2361--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_blue/"
"SVB-0002-200025","LD 47.310.25 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (red) с биркой","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/4133--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_red_s_birkoj/"
"SVB-0002-200025","LD 47.310.25","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/17728--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_s_birkoj/"
"SVB-0002-200025","LD 47.310.25 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (white) с биркой","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/17749--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_white_s_birkoj/"
"SVB-0002-200025","LD 47.310.25.1","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка с биркой и хомутом","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/17892--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0001-200015","LD 47.301.15","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг","15","40","Внутренняя","кран латунный","334","https://xn--d1an.xn--p1ai/products/1003--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag/"
"SVB-0001-200015","LD 47.301.15 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг (white)","15","40","Внутренняя","кран латунный","346","https://xn--d1an.xn--p1ai/products/2113--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_white/"
"SVB-0001-200015","LD 47.301.15 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг (red)","15","40","Внутренняя","кран латунный","346","https://xn--d1an.xn--p1ai/products/2344--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_red/"
"SVB-0001-200015","LD 47.301.15 B","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг (blue)","15","40","Внутренняя","кран латунный","346","https://xn--d1an.xn--p1ai/products/3877--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_blue/"
"SVB-0001-200015","LD 47.301.15.0","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг стальной","15","40","Внутренняя","кран латунный","365","https://xn--d1an.xn--p1ai/products/3901--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_stal_noj/"
"SVB-0001-200015","LD 47.311.15","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг с биркой","15","40","Внутренняя","кран латунный","334","https://xn--d1an.xn--p1ai/products/4110--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_s_birkoj/"
"SVB-0001-200015","LD 47.311.15 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг (red) с биркой","15","40","Внутренняя","кран латунный","346","https://xn--d1an.xn--p1ai/products/4137--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_red_s_birkoj/"
"SVB-0001-200015","LD 47.311.15 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг (white) с биркой","15","40","Внутренняя","кран латунный","346","https://xn--d1an.xn--p1ai/products/17775--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_white_s_birkoj/"
"SVB-0001-200015","LD 47.311.15.0","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг стальной с биркой","15","40","Внутренняя","кран латунный","365","https://xn--d1an.xn--p1ai/products/17848--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_stal_noj_s_birkoj/"
"SVB-0001-200015","LD 47.311.15.1","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1/2","15.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.15.В-В.Р Ду 15 Ру 40 рычаг с биркой и хомутом","15","40","Внутренняя","кран латунный","334","https://xn--d1an.xn--p1ai/products/17881--kran_sarovoj_latunnyj_ld_pride_47_15_v_v_r_du_15_ru_40_rycag_s_birkoj_i_homutom/"
"SVB-0003-200020","LD 47.303.20","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг","20","40","Внутренняя/Наружная","кран латунный","601","https://xn--d1an.xn--p1ai/products/143--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag/"
"SVB-0003-200020","LD 47.303.20 W","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг (white)","20","40","Внутренняя/Наружная","кран латунный","613","https://xn--d1an.xn--p1ai/products/2123--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_white/"
"SVB-0003-200020","LD 47.303.20 R","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг (red)","20","40","Внутренняя/Наружная","кран латунный","613","https://xn--d1an.xn--p1ai/products/2336--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_red/"
"SVB-0003-200020","LD 47.303.20 B","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг (blue)","20","40","Внутренняя/Наружная","кран латунный","613","https://xn--d1an.xn--p1ai/products/3885--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_blue/"
"SVB-0003-200020","LD 47.303.20.0","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг стальной","20","40","Внутренняя/Наружная","кран латунный","642","https://xn--d1an.xn--p1ai/products/3908--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_stal_noj/"
"SVB-0003-200020","LD 47.313.20","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг с биркой","20","40","Внутренняя/Наружная","кран латунный","601","https://xn--d1an.xn--p1ai/products/4115--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_s_birkoj/"
"SVB-0003-200020","LD 47.313.20 R","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг (red) с биркой","20","40","Внутренняя/Наружная","кран латунный","613","https://xn--d1an.xn--p1ai/products/4145--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_red_s_birkoj/"
"SVB-0003-200020","LD 47.313.20 W","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг (white) с биркой","20","40","Внутренняя/Наружная","кран латунный","613","https://xn--d1an.xn--p1ai/products/17758--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_white_s_birkoj/"
"SVB-0003-200020","LD 47.313.20.0","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг стальной с биркой","20","40","Внутренняя/Наружная","кран латунный","642","https://xn--d1an.xn--p1ai/products/17855--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_stal_noj_s_birkoj/"
"SVB-0003-200020","LD 47.313.20.1","Stout","Кран шаровой полнопроходной STOUT ВР/НР ручка рычаг 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Р Ду 20 Ру 40 рычаг с биркой и хомутом","20","40","Внутренняя/Наружная","кран латунный","601","https://xn--d1an.xn--p1ai/products/17890--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_r_du_20_ru_40_rycag_s_birkoj_i_homutom/"
"SVB-0001-200020","LD 47.301.20","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг","20","40","Внутренняя","кран латунный","533","https://xn--d1an.xn--p1ai/products/1540--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag/"
"SVB-0001-200020","LD 47.301.20 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг (white)","20","40","Внутренняя","кран латунный","545","https://xn--d1an.xn--p1ai/products/2114--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_white/"
"SVB-0001-200020","LD 47.301.20 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг (red)","20","40","Внутренняя","кран латунный","545","https://xn--d1an.xn--p1ai/products/2345--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_red/"
"SVB-0001-200020","LD 47.301.20 B","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг (blue)","20","40","Внутренняя","кран латунный","545","https://xn--d1an.xn--p1ai/products/2376--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_blue/"
"SVB-0001-200020","LD 47.301.20.0","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг стальной","20","40","Внутренняя","кран латунный","572","https://xn--d1an.xn--p1ai/products/3902--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_stal_noj/"
"SVB-0001-200020","LD 47.311.20","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг с биркой","20","40","Внутренняя","кран латунный","533","https://xn--d1an.xn--p1ai/products/4111--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_s_birkoj/"
"SVB-0001-200020","LD 47.311.20 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг (red) с биркой","20","40","Внутренняя","кран латунный","545","https://xn--d1an.xn--p1ai/products/4138--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_red_s_birkoj/"
"SVB-0001-200020","LD 47.311.20 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг (white) с биркой","20","40","Внутренняя","кран латунный","545","https://xn--d1an.xn--p1ai/products/17776--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_white_s_birkoj/"
"SVB-0001-200020","LD 47.311.20.0","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг стальной с биркой","20","40","Внутренняя","кран латунный","572","https://xn--d1an.xn--p1ai/products/17849--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_stal_noj_s_birkoj/"
"SVB-0001-200020","LD 47.311.20.1","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 3/4","20.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.20.В-В.Р Ду 20 Ру 40 рычаг с биркой и хомутом","20","40","Внутренняя","кран латунный","533","https://xn--d1an.xn--p1ai/products/17887--kran_sarovoj_latunnyj_ld_pride_47_20_v_v_r_du_20_ru_40_rycag_s_birkoj_i_homutom/"
"SVB-0001-200040","LD 47.301.40","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг","40","25","Внутренняя","кран латунный","2636","https://xn--d1an.xn--p1ai/products/201--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag/"
"SVB-0001-200040","LD 47.301.40 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (white)","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/2117--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_white/"
"SVB-0001-200040","LD 47.301.40 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (red)","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/2327--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_red/"
"SVB-0001-200040","LD 47.301.40.0","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг стальной","40","25","Внутренняя","кран латунный","2739","https://xn--d1an.xn--p1ai/products/3905--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_stal_noj/"
"SVB-0001-200040","LD 47.311.40","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг с биркой","40","25","Внутренняя","кран латунный","2636","https://xn--d1an.xn--p1ai/products/17732--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_s_birkoj/"
"SVB-0001-200040","LD 47.311.40 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (white) с биркой","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/17779--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_white_s_birkoj/"
"SVB-0001-200040","LD 47.311.40 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (red) с биркой","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/17829--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_red_s_birkoj/"
"SVB-0001-200040","LD 47.311.40.0","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг стальной с биркой","40","25","Внутренняя","кран латунный","2739","https://xn--d1an.xn--p1ai/products/17852--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_stal_noj_s_birkoj/"
"SVB-0001-200040","LD 47.311.40.1","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг с биркой и хомутом","40","25","Внутренняя","кран латунный","2636","https://xn--d1an.xn--p1ai/products/17899--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_s_birkoj_i_homutom/"
"SVB-0001-200040","LD 47.112.1.40.M02","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг","40","25","Внутренняя","кран латунный","2636","https://xn--d1an.xn--p1ai/products/18624--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag/"
"SVB-0001-200040","LD 47.112.1.40.M02 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (red)","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/18625--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_red/"
"SVB-0001-200040","LD 47.112.2.40.M02 R","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (red) с биркой","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/18626--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_red_s_birkoj/"
"SVB-0001-200040","LD 47.112.1.40.M02 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (white)","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/18627--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_white/"
"SVB-0001-200040","LD 47.112.2.40.M02 W","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг (white) с биркой","40","25","Внутренняя","кран латунный","2668","https://xn--d1an.xn--p1ai/products/18628--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_white_s_birkoj/"
"SVB-0001-200040","LD 47.113.1.40.M02","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг стальной","40","25","Внутренняя","кран латунный","2739","https://xn--d1an.xn--p1ai/products/18629--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_stal_noj/"
"SVB-0001-200040","LD 47.113.2.40.M02","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг стальной с биркой","40","25","Внутренняя","кран латунный","2739","https://xn--d1an.xn--p1ai/products/18630--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_stal_noj_s_birkoj/"
"SVB-0001-200040","LD 47.112.2.40.M02","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг с биркой","40","25","Внутренняя","кран латунный","2636","https://xn--d1an.xn--p1ai/products/18634--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_s_birkoj/"
"SVB-0001-200040","LD 47.112.3.40.M02","Stout","Кран шаровой полнопроходной STOUT ВР/ВР ручка рычаг 1 1/2","40.0","25.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.40.В-В.Р Ду 40 Ру 25 рычаг с биркой и хомутом","40","25","Внутренняя","кран латунный","2636","https://xn--d1an.xn--p1ai/products/18635--kran_sarovoj_latunnyj_ld_pride_47_40_v_v_r_du_40_ru_25_rycag_s_birkoj_i_homutom/"
